       * c:\users\lenovo\esim-workspace\and_with_nsand\and_with_nsand.cir
       Transient Analysis  Sat Mar 01 19:14:44  2025
--------------------------------------------------------------------------------
Index   time            a4#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	5.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
2	1.000000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
3	2.000000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
4	4.000000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
5	8.000000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
6	1.600000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
7	3.200000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
8	4.600000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
9	4.610000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
10	4.630000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
11	4.670000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
12	4.700000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
13	4.708000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
14	4.724000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
15	4.756000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
16	4.820000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
17	4.948000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
18	5.000000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
19	5.025600e-09	0.000000e+00	0.000000e+00	0.000000e+00	
20	5.076800e-09	0.000000e+00	0.000000e+00	0.000000e+00	
21	5.179200e-09	0.000000e+00	0.000000e+00	0.000000e+00	
22	5.384000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
23	5.793600e-09	0.000000e+00	0.000000e+00	0.000000e+00	
24	6.200000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
25	6.281920e-09	0.000000e+00	0.000000e+00	0.000000e+00	
26	6.445760e-09	0.000000e+00	0.000000e+00	0.000000e+00	
27	6.773440e-09	0.000000e+00	0.000000e+00	0.000000e+00	
28	7.100000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
29	7.165536e-09	0.000000e+00	0.000000e+00	0.000000e+00	
30	7.296608e-09	0.000000e+00	0.000000e+00	0.000000e+00	
