                 * c:\users\lenovo\esim-workspace\test\test.cir
                 Transient Analysis  Sun Mar 16 18:08:40  2025
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	-1.44361e-11	
1	1.000000e-11	-1.37621e-01	1.760785e-02	
2	2.000000e-11	-8.36465e-02	-3.36059e-02	
3	4.000000e-11	9.152499e-02	-2.01412e-01	
4	6.815878e-11	1.645369e-02	-1.26029e-01	
5	1.046601e-10	-5.77715e-01	4.686517e-01	
6	1.425956e-10	-1.29810e-01	1.223790e-02	
7	1.909826e-10	-6.90522e-01	5.669887e-01	
8	2.030794e-10	-4.54267e-01	3.265488e-01	
9	2.272729e-10	-4.85679e-01	3.545142e-01	
10	2.756600e-10	-6.22294e-01	4.823654e-01	
11	3.532484e-10	-6.86039e-01	5.363811e-01	
12	4.360677e-10	-6.63858e-01	5.046482e-01	
13	6.017064e-10	-7.41506e-01	5.723102e-01	
14	9.329836e-10	-7.13009e-01	5.335434e-01	
15	1.000000e-09	-7.67985e-01	5.884105e-01	
16	1.005484e-09	-5.23220e-01	3.994266e-01	
17	1.016452e-09	-3.57396e-01	2.385623e-01	
18	1.038388e-09	-3.57492e-01	2.486575e-01	
19	1.082261e-09	-2.42064e-01	1.499615e-01	
20	1.148004e-09	-1.80760e-01	1.094304e-01	
21	1.239513e-09	-6.56304e-02	1.510919e-02	
22	1.347144e-09	-1.18547e-01	8.533385e-02	
23	1.475003e-09	6.908676e-03	-2.75646e-02	
24	1.730720e-09	-7.17082e-02	6.425989e-02	
25	2.135821e-09	4.678377e-02	-4.87588e-02	
26	2.871118e-09	-5.69482e-02	5.584420e-02	
27	4.250412e-09	5.095757e-02	-5.23645e-02	
28	6.359802e-09	-5.62061e-02	5.503441e-02	
29	8.640321e-09	5.114572e-02	-5.25005e-02	
30	1.180365e-08	-5.65071e-02	5.554298e-02	
31	1.561957e-08	5.444886e-02	-5.55398e-02	
32	1.880732e-08	-5.64930e-02	5.553591e-02	
33	2.193780e-08	5.494796e-02	-5.54927e-02	
34	2.819877e-08	-5.66853e-02	5.553003e-02	
35	4.072070e-08	5.530198e-02	-5.55070e-02	
36	6.454572e-08	-5.64838e-02	5.552854e-02	
37	1.121957e-07	5.571539e-02	-5.55283e-02	
38	1.863106e-07	-5.61363e-02	5.552811e-02	
39	3.345402e-07	5.599585e-02	-5.55280e-02	
40	5.421429e-07	-5.60130e-02	5.552797e-02	
41	8.574627e-07	5.601408e-02	-5.55279e-02	
42	1.455593e-06	-5.60143e-02	5.552791e-02	
43	2.455593e-06	5.601434e-02	-5.55279e-02	
44	3.455593e-06	-5.60144e-02	5.552789e-02	
45	4.455593e-06	5.601442e-02	-5.55279e-02	
46	5.001000e-06	-5.60145e-02	5.552785e-02	
47	5.001100e-06	1.202829e-01	-1.09886e-01	
48	5.001110e-06	3.182121e-01	-1.02991e-01	
49	5.001130e-06	3.631781e-01	-1.04601e-01	
50	5.001170e-06	4.074699e-01	-1.12588e-01	
51	5.001250e-06	5.097702e-01	-1.24578e-01	
52	5.001270e-06	5.418766e-01	-1.29216e-01	
53	5.001310e-06	6.238767e-01	-1.34201e-01	
54	5.001389e-06	6.696496e-01	-1.45340e-01	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	5.001504e-06	6.721508e-01	-1.55656e-01	
56	5.001732e-06	7.333578e-01	-1.69737e-01	
57	5.002000e-06	7.196698e-01	-1.75774e-01	
58	5.002021e-06	4.096829e-01	-1.12918e-01	
59	5.002062e-06	2.732753e-01	-9.84193e-02	
60	5.002145e-06	1.879782e-01	-7.39397e-02	
61	5.002228e-06	7.254994e-02	-5.64967e-02	
62	5.002328e-06	1.485107e-01	-4.03248e-02	
63	5.002447e-06	-8.02193e-03	-2.74850e-02	
64	5.002673e-06	1.004133e-01	-1.24576e-02	
65	5.002976e-06	-6.00886e-02	-4.41133e-03	
66	5.003510e-06	7.751189e-02	-5.74950e-04	
67	5.004441e-06	-7.16631e-02	-5.60265e-04	
68	5.006008e-06	7.470645e-02	-4.35108e-04	
69	5.008103e-06	-7.23433e-02	-5.84270e-04	
70	5.011182e-06	7.449578e-02	-4.22358e-04	
71	5.017341e-06	-7.24498e-02	-5.83583e-04	
72	5.029657e-06	7.425191e-02	-3.12772e-04	
73	5.032977e-06	-7.34150e-02	-5.22300e-04	
74	5.035101e-06	7.433047e-02	-3.96110e-04	
75	5.037487e-06	-7.35367e-02	-3.69064e-04	
76	5.042261e-06	7.439316e-02	-4.62683e-04	
77	5.051807e-06	-7.36353e-02	-2.81592e-04	
78	5.070901e-06	7.434800e-02	-4.18493e-04	
79	5.109088e-06	-7.37583e-02	-1.71016e-04	
80	5.185462e-06	7.420983e-02	-2.80563e-04	
81	5.338210e-06	-7.39395e-02	1.030471e-05	
82	5.591372e-06	7.405000e-02	-1.20801e-04	
83	5.955202e-06	-7.40255e-02	9.627705e-05	
84	6.452991e-06	7.402736e-02	-9.81899e-05	
85	7.377537e-06	-7.40274e-02	9.833076e-05	
86	8.377537e-06	7.402752e-02	-9.83513e-05	
87	9.377537e-06	-7.40275e-02	9.841821e-05	
88	1.000000e-05	7.402754e-02	-9.83904e-05	
